4,923,15,67,62.92,true,2023-10-10 19:14:11
4,929,35,57,88.89,true,2023-08-16 05:31:56
4,683,66,74,32.75,true,2023-08-27 18:36:14
4,355,20,32,107.51,true,2023-08-09 03:42:59
4,750,53,97,165.37,true,2023-03-06 21:46:34
4,847,66,53,57.53,true,2023-09-08 21:34:04
4,930,76,70,18.80,true,2023-05-15 01:07:19
4,1038,34,46,58.70,true,2023-08-02 21:54:55
5,399,67,71,192.77,false,
5,125,50,59,147.55,true,2023-06-04 21:18:42
5,1065,49,8,144.87,true,2023-08-14 05:58:00
6,481,76,14,66.39,true,2023-10-17 13:28:23
6,280,11,68,99.74,true,2023-11-01 17:31:49
6,600,90,37,34.52,true,2023-11-20 08:00:50
6,309,76,54,15.85,true,2023-11-17 21:43:39
6,698,74,48,135.79,true,2023-11-13 15:15:19
6,10,53,98,154.37,true,2023-10-18 22:08:37
6,621,20,5,136.13,true,2023-09-29 17:12:29
6,945,90,45,7.21,true,2023-11-01 20:06:29
6,545,19,98,4.90,false,
6,349,55,59,79.83,false,
6,154,43,78,16.81,false,
6,292,82,1,51.17,true,2023-11-07 11:30:30
6,1058,38,19,107.09,true,2023-11-15 00:18:27
6,99,43,47,86.85,false,
6,471,26,82,58.48,false,
6,1115,12,40,34.18,true,2023-10-13 01:19:20
6,181,22,92,97.52,true,2023-10-23 10:25:54
6,472,28,80,65.80,false,
6,696,82,49,164.23,false,
6,174,29,88,135.90,false,
7,163,49,39,127.29,true,2023-09-09 03:33:21
7,155,37,5,141.31,true,2023-09-02 21:30:41
7,1081,29,80,70.03,false,
7,834,98,84,166.08,true,2023-09-14 12:16:51
7,767,98,67,117.55,true,2023-05-14 08:00:01
7,690,50,37,45.08,true,2023-04-17 04:32:32
7,517,23,15,131.35,true,2023-05-17 02:31:14
7,341,53,0,117.14,false,
7,1021,86,57,38.99,true,2023-11-12 11:23:50
7,316,7,3,88.73,true,2023-04-27 14:39:13
8,58,23,31,54.70,true,2023-08-28 04:27:46
8,565,11,30,24.04,true,2023-08-30 23:35:02
8,787,39,22,26.73,true,2023-07-17 14:45:39
8,33,50,31,173.75,true,2023-10-18 11:09:30
8,884,5,75,101.76,true,2023-10-26 23:02:59
8,938,13,91,17.32,true,2023-08-02 05:06:46
8,1091,49,56,97.03,false,
8,342,26,23,139.24,true,2023-10-21 15:25:10
8,1306,74,84,23.79,false,
8,987,27,36,54.35,false,
8,577,7,4,61.51,true,2023-09-24 09:57:45
8,278,96,91,67.09,true,2023-07-30 13:05:59
8,1247,32,65,21.00,true,2023-10-13 06:33:41
9,921,92,17,2.79,true,2023-11-26 04:28:04
9,955,45,17,163.57,false,
9,268,85,77,178.52,false,
9,224,38,65,133.23,false,
9,1277,72,3,124.08,true,2023-11-07 18:27:55
9,796,35,64,120.06,false,
9,79,3,76,175.11,true,2023-11-17 10:50:21
9,76,3,94,163.11,false,
9,456,28,96,197.93,false,
9,742,29,35,94.31,false,
9,1255,29,90,176.96,true,2023-11-15 16:50:16
9,1047,29,1,171.09,true,2023-11-21 20:02:25
9,309,21,7,145.77,false,
9,541,63,59,147.36,false,
9,477,76,74,128.86,false,
9,625,74,73,127.11,false,
10,243,11,0,175.69,true,2023-09-27 04:27:07
10,203,37,31,175.43,true,2023-04-14 09:00:03
10,190,42,64,139.13,true,2023-08-18 16:26:54
10,319,55,64,77.97,true,2023-10-28 18:26:10
10,321,79,24,4.63,true,2023-06-14 06:39:38
10,966,43,24,147.39,true,2023-10-27 04:16:45
10,223,11,19,26.11,true,2023-10-31 04:10:50
10,280,85,87,74.68,true,2023-03-29 06:33:53
10,1248,55,76,73.05,true,2023-09-25 06:26:08
10,986,39,88,15.71,true,2023-07-06 06:47:50
10,572,5,32,162.58,true,2023-05-17 07:50:47
10,727,87,75,166.80,true,2023-06-28 16:56:09
10,1325,3,53,165.69,true,2023-08-10 16:21:23
10,115,87,41,19.08,true,2023-05-25 08:04:16
10,643,43,23,20.14,true,2023-03-30 00:05:28
10,482,66,31,85.10,true,2023-11-08 20:16:46
10,1157,7,96,104.04,true,2023-09-20 06:04:08
10,1069,42,60,159.17,true,2023-05-28 16:29:36
10,419,63,71,180.21,true,2023-04-28 23:30:19
10,965,86,17,92.85,true,2023-08-01 01:57:27
11,910,29,72,92.38,true,2023-07-10 17:05:07
11,1130,85,13,65.76,true,2023-08-26 22:10:33
11,455,53,37,118.68,false,
11,578,45,60,151.51,true,2023-09-21 22:37:04
11,787,14,44,12.07,false,
11,17,29,60,144.14,false,
11,393,43,92,138.19,false,
11,209,34,55,184.91,true,2023-07-09 20:14:50
11,706,61,79,89.92,false,
11,147,43,98,6.83,false,
11,268,12,92,43.99,false,
11,818,28,0,36.47,true,2023-11-21 16:20:48
11,667,15,97,136.56,true,2023-09-07 07:48:19
11,1206,87,77,161.73,true,2023-11-19 20:43:21
11,931,35,78,113.55,false,
11,125,50,36,21.83,false,
11,95,35,10,125.03,true,2023-07-22 12:49:11
11,324,15,59,126.09,true,2023-06-05 11:22:23
11,380,92,11,147.80,true,2023-10-23 23:23:20
11,225,55,56,155.05,true,2023-06-10 01:26:58
12,757,92,69,25.18,true,2023-10-22 23:25:27
12,378,49,35,35.35,true,2023-11-24 08:16:58
13,907,29,59,163.90,true,2023-09-12 10:58:03
13,152,11,63,158.14,true,2023-04-23 00:59:41
13,118,3,15,181.38,true,2023-09-30 01:25:35
13,407,34,76,23.62,true,2023-07-14 09:39:19
13,667,20,29,49.10,false,
13,8,7,83,22.67,false,
13,851,7,1,177.51,false,
14,304,31,83,38.19,false,
14,994,64,42,139.87,false,
14,37,31,4,129.55,false,
14,979,53,86,24.06,false,
14,255,22,84,9.44,false,
14,282,13,71,145.52,false,
14,897,98,14,8.31,true,2023-11-25 22:58:01
14,118,3,68,191.51,false,
14,663,19,44,173.91,true,2023-11-27 00:23:07
14,1330,53,52,74.71,true,2023-11-18 08:25:21
14,1281,35,8,60.49,false,
14,155,50,74,168.97,true,2023-11-13 14:45:40
14,1065,39,58,165.04,false,
14,181,32,3,132.84,true,2023-11-22 02:08:48
14,635,81,99,118.87,true,2023-11-21 14:38:41
14,120,76,3,106.71,false,
15,616,19,59,65.73,true,2023-08-22 10:12:56
15,326,43,45,141.41,true,2023-10-21 08:28:49
15,597,81,91,175.21,true,2023-11-15 05:11:15
15,951,55,7,55.66,true,2023-09-04 22:37:04
15,307,23,1,186.52,true,2023-11-25 06:24:14
15,1327,79,68,174.63,true,2023-09-19 08:31:22
15,1003,27,7,112.66,true,2023-10-12 19:40:24
15,24,55,59,157.21,true,2023-11-13 09:56:09
15,1098,98,47,136.72,true,2023-10-12 00:28:11
15,811,42,66,57.74,true,2023-11-18 17:36:11
15,760,22,24,175.13,true,2023-08-16 00:00:16
15,973,1,82,54.63,true,2023-10-23 21:20:52
15,1175,46,22,63.98,true,2023-09-10 13:34:43
15,1133,34,72,20.32,true,2023-09-20 02:17:04
15,1002,72,97,72.18,true,2023-10-27 06:47:46
15,253,99,71,21.31,true,2023-10-12 18:15:20
15,182,34,34,111.61,true,2023-11-11 05:29:49
15,158,87,46,40.97,true,2023-08-11 16:58:40
15,1213,32,21,200.19,true,2023-09-13 11:18:33
16,497,61,2,153.97,true,2023-09-03 20:04:32
16,507,19,29,64.01,true,2023-06-22 19:11:24
16,1268,14,2,144.03,true,2023-09-10 13:54:15
16,792,63,4,154.02,true,2023-11-10 08:04:32
16,1073,87,72,15.99,true,2023-07-29 23:25:54
16,86,46,22,106.15,true,2023-06-27 01:46:32
16,1272,68,22,113.87,true,2023-07-19 03:37:02
17,1266,55,14,186.01,true,2023-11-25 01:55:30
17,230,61,42,6.77,true,2023-08-26 14:23:30
17,417,38,87,85.16,true,2023-10-16 06:18:22
17,962,26,21,175.60,true,2023-11-25 11:07:25
17,424,3,19,18.91,true,2023-11-19 03:31:45
17,191,85,31,119.94,true,2023-06-27 16:45:35
17,460,59,73,178.18,true,2023-10-19 09:45:22
17,550,13,28,85.74,true,2023-03-17 15:04:28
17,562,74,85,35.10,true,2023-05-24 12:47:51
17,135,59,97,118.29,true,2023-05-16 14:18:46
17,0,38,66,32.54,true,2023-03-17 06:14:03
17,899,53,71,186.36,true,2023-02-26 16:02:51
17,483,79,18,187.96,true,2023-03-17 01:14:30
17,200,67,84,178.86,true,2023-05-24 03:01:23
17,994,64,73,38.60,true,2023-10-06 17:50:57
17,63,39,17,133.96,true,2023-10-19 07:01:52
17,959,11,45,184.84,true,2023-11-09 03:53:28
17,355,67,43,52.93,true,2023-06-10 08:59:49
17,220,50,0,71.66,true,2023-06-17 13:24:22
18,894,96,30,131.93,true,2023-11-08 05:05:52
19,384,23,81,39.73,true,2023-04-06 12:33:30
19,365,72,32,11.62,true,2023-11-24 05:24:47
19,667,59,46,129.18,true,2023-02-18 09:38:44
19,881,5,53,171.88,true,2023-04-16 22:04:22
19,317,13,76,34.36,true,2023-11-09 05:24:51
19,242,72,70,157.24,true,2023-08-03 15:42:46
19,657,99,75,85.72,true,2023-03-05 06:40:49
19,799,28,18,37.46,true,2023-06-29 05:26:12
19,725,55,70,113.89,true,2023-03-27 08:20:46
19,739,22,38,154.19,true,2023-05-26 18:29:03
19,904,98,75,57.26,true,2023-03-17 03:44:28
19,641,19,11,97.31,true,2023-02-09 10:40:05
19,261,14,11,103.65,true,2022-12-30 21:35:27
19,526,76,91,57.75,true,2023-03-02 01:17:13
19,466,68,31,67.06,true,2023-08-19 16:40:55
19,952,42,80,3.26,true,2023-03-24 14:33:54
20,263,11,58,189.08,true,2023-10-03 18:10:28
20,562,1,69,51.38,true,2023-09-30 16:51:12
20,630,19,30,170.34,true,2023-10-21 15:28:20
20,790,76,92,98.65,true,2023-11-02 14:27:44
20,676,21,68,107.46,true,2023-10-17 09:46:42
20,223,86,26,156.28,true,2023-11-25 11:14:04
20,315,61,24,199.33,false,
20,489,90,11,90.34,false,
20,216,81,48,65.72,false,
20,803,99,59,98.03,true,2023-10-26 11:22:46
20,225,87,41,28.53,false,
20,200,76,38,179.09,true,2023-10-25 06:56:52
20,925,59,80,73.85,false,
21,387,7,80,73.40,true,2023-12-04 22:12:23
21,811,76,23,163.86,false,
21,165,32,58,107.95,false,
21,897,29,50,148.49,false,
21,398,87,20,141.60,false,
22,276,22,7,176.23,true,2023-11-27 10:07:34
22,814,43,14,200.55,true,2023-11-29 09:04:51
22,425,85,77,34.58,true,2023-11-06 08:25:30
22,779,12,10,5.73,true,2023-11-12 00:06:12
22,1197,74,50,122.85,true,2023-11-27 12:49:02
22,161,64,14,74.99,true,2023-11-15 12:23:44
22,887,37,41,12.56,true,2023-11-26 05:24:25
22,290,46,9,44.26,true,2023-11-08 11:12:07
22,1206,28,12,104.19,true,2023-12-04 22:13:04
22,256,82,23,109.12,true,2023-11-08 08:03:26
22,951,55,99,102.12,true,2023-11-03 18:59:26
22,641,64,70,189.48,true,2023-11-11 05:22:57
22,1184,4,84,65.61,true,2023-12-02 01:49:26
22,1117,11,56,49.49,true,2023-11-20 07:08:34
22,498,46,28,129.27,true,2023-11-22 23:36:45
22,900,29,16,158.45,true,2023-11-21 06:48:01
23,1176,23,41,78.18,true,2023-07-12 18:20:57
23,1310,90,15,39.08,true,2023-07-27 18:27:58
23,589,14,84,113.78,true,2023-07-15 18:27:19
23,151,20,91,98.93,true,2023-08-08 09:08:30
23,739,63,52,8.92,true,2023-07-15 12:07:29
23,137,98,51,16.83,true,2023-11-21 00:26:33
23,234,15,9,142.42,true,2023-08-02 17:02:47
23,647,99,24,171.97,true,2023-06-02 22:18:07
23,391,3,96,183.36,true,2023-06-24 09:25:22
23,1180,19,17,97.30,true,2023-08-22 16:36:08
23,1004,15,40,190.06,true,2023-06-19 20:48:54
24,250,38,65,172.61,true,2023-11-28 05:02:37
24,201,31,85,187.96,true,2023-10-21 06:15:33
24,1158,31,14,83.82,false,
24,1209,72,42,30.91,false,
24,686,38,60,71.68,false,
24,107,74,7,31.29,false,
24,623,4,60,141.27,false,
24,466,49,36,51.40,false,
24,160,4,2,94.79,false,
24,630,12,72,94.50,true,2023-09-04 14:11:18
24,363,50,24,12.98,true,2023-11-03 18:39:15
24,217,66,6,118.50,true,2023-08-15 01:08:36
24,447,45,20,157.34,false,
24,58,11,45,32.82,false,
24,1198,29,71,87.18,false,
24,478,64,31,83.86,false,
25,719,49,95,39.23,false,
25,22,82,39,97.83,true,2023-10-26 10:11:20
25,311,14,7,135.43,true,2023-10-20 05:52:22
25,242,27,95,177.17,true,2023-11-17 07:37:49
25,50,59,79,62.92,true,2023-09-17 23:15:27
25,327,35,100,28.51,true,2023-10-27 21:30:52
26,32,4,2,101.03,true,2023-04-16 07:59:57
26,565,14,48,107.72,true,2023-07-01 12:04:17
26,288,31,37,158.39,true,2023-01-20 01:18:33
26,213,23,79,148.17,true,2023-04-23 15:31:46
26,266,81,75,60.39,true,2023-07-25 15:23:34
26,953,19,94,161.11,true,2023-10-21 20:39:49
26,543,23,57,41.94,true,2023-09-13 13:10:34
26,556,19,14,44.30,true,2023-04-19 17:09:28
26,810,5,41,37.97,true,2023-04-06 09:14:02
26,853,14,71,60.93,true,2023-10-28 04:19:19
26,568,34,38,109.85,true,2023-04-17 07:51:04
26,1261,43,3,77.18,true,2023-08-09 15:23:49
26,334,7,84,109.43,true,2023-01-14 22:09:11
27,720,26,34,174.03,true,2023-12-02 22:16:23
27,1221,37,13,16.68,true,2023-12-03 16:25:16
27,138,50,21,145.17,true,2023-12-04 20:59:39
27,391,22,77,111.53,false,
27,578,59,72,24.80,true,2023-12-04 06:18:28
27,672,96,25,44.43,false,
27,627,21,68,8.56,true,2023-12-03 06:51:21
28,459,31,1,187.61,false,
28,273,92,41,163.96,false,
28,556,63,20,52.49,true,2023-11-10 12:35:49
28,950,59,45,154.89,true,2023-10-01 01:41:59
28,39,50,5,19.37,true,2023-09-05 02:20:06
28,68,39,2,58.13,false,
28,1297,32,3,88.01,true,2023-10-13 22:55:06
28,272,5,8,89.75,true,2023-07-30 17:24:33
28,805,42,49,71.66,false,
28,769,72,92,157.47,true,2023-07-20 01:02:21
29,1068,68,35,86.12,true,2023-05-10 23:06:24
29,128,43,69,118.45,true,2023-11-19 10:12:12
29,691,31,70,124.42,true,2023-04-20 18:11:49
29,719,31,28,28.63,true,2023-10-12 01:06:19
29,577,68,5,50.40,true,2023-08-31 23:05:49
29,58,1,95,105.86,true,2023-02-27 12:45:17
29,1219,90,9,3.80,true,2023-02-28 04:11:05
29,1251,29,9,57.07,true,2023-05-21 16:18:54
30,346,49,76,106.54,true,2023-10-27 06:47:53
30,113,86,14,2.70,true,2023-08-11 12:51:50
30,57,81,74,101.91,false,
30,381,68,17,124.66,true,2023-09-24 15:37:35
30,84,61,91,131.60,false,
30,34,1,77,9.18,true,2023-08-24 19:59:58
30,261,15,12,27.38,true,2023-05-04 09:55:38
30,702,29,45,50.72,true,2023-09-10 02:20:16
30,216,81,52,48.13,true,2023-05-15 19:53:24
30,104,90,71,192.15,false,
30,402,92,95,173.70,false,
30,1082,66,98,193.86,true,2023-05-31 16:05:26
30,307,64,24,17.42,true,2023-10-02 00:56:01
30,366,32,86,176.40,false,
30,176,29,31,112.29,false,
30,140,27,68,52.46,true,2023-11-01 09:33:34
31,102,98,82,100.15,true,2023-12-02 14:56:00
31,449,11,2,162.91,true,2023-12-03 11:58:40
32,405,85,90,2.42,false,
32,1108,68,14,5.49,true,2023-11-25 17:52:57
32,66,90,85,146.88,false,
32,433,22,85,92.88,true,2023-07-15 19:40:46
32,707,90,21,125.22,false,
32,618,4,10,173.11,true,2023-03-28 03:44:08
32,100,68,27,28.77,true,2023-04-20 21:10:13
32,427,81,58,173.00,true,2023-10-07 05:39:01
32,159,22,69,78.07,false,
32,311,14,18,108.99,false,
32,91,86,68,190.64,false,
32,841,28,57,24.19,false,
32,1224,3,89,199.33,true,2023-06-08 16:36:44
33,536,72,58,72.64,false,
33,424,72,29,145.74,true,2023-08-04 20:37:50
33,1046,39,28,62.06,true,2023-10-16 13:37:06
33,1115,79,28,125.64,false,
33,1163,35,4,186.10,false,
33,210,35,72,53.03,true,2023-05-28 19:29:20
33,232,49,3,186.54,false,
33,788,11,19,102.60,false,
34,965,26,100,186.98,true,2023-04-08 18:49:12
34,584,38,9,0.89,true,2023-08-14 13:45:55
34,677,7,80,93.14,true,2023-07-12 12:42:54
34,475,4,87,179.71,true,2023-05-29 16:52:08
34,1021,63,65,151.31,true,2023-09-15 04:37:23
34,442,68,15,15.06,true,2023-06-10 16:58:57
34,1311,79,76,170.48,true,2023-07-02 21:45:19
34,1187,42,94,139.86,true,2023-06-29 18:43:22
34,988,96,40,152.88,true,2023-07-23 15:01:18
34,439,81,83,154.00,true,2023-10-10 15:36:39
34,469,72,0,40.77,true,2023-04-29 09:10:07
34,665,81,24,135.16,true,2023-11-24 01:54:32
34,29,37,71,176.77,true,2023-08-16 15:08:21
34,1245,67,97,4.11,true,2023-11-10 09:11:01
34,24,55,88,72.42,true,2023-08-07 07:38:56
34,626,29,4,180.39,true,2023-07-23 12:06:30
34,966,98,94,74.09,true,2023-10-15 03:03:43
34,612,37,36,55.61,true,2023-07-21 16:04:03
34,17,53,51,49.11,true,2023-08-21 15:09:32
34,1162,86,45,100.18,true,2023-07-24 18:17:11
35,714,55,84,100.43,false,
36,467,79,44,30.17,true,2023-11-28 00:00:43
36,341,45,69,84.14,true,2023-12-04 16:13:59
36,225,55,31,120.39,true,2023-11-20 20:21:41
36,1095,76,80,46.91,true,2023-11-21 04:12:32
36,28,66,13,12.48,true,2023-12-02 03:02:24
36,1089,23,10,0.99,true,2023-11-09 09:38:00
36,205,7,80,91.66,true,2023-11-12 00:35:54
36,197,61,79,166.82,true,2023-11-15 12:35:01
36,913,1,11,50.57,true,2023-11-13 05:49:16
36,335,39,12,109.24,true,2023-11-28 21:15:33
36,284,38,73,153.19,true,2023-11-16 06:34:25
37,1190,39,72,100.91,false,
37,525,96,16,70.37,false,
37,18,39,29,143.31,false,
37,297,34,30,194.91,true,2023-08-23 20:31:20
37,509,43,48,21.74,true,2023-10-27 20:33:26
37,928,82,30,58.56,true,2023-11-14 02:02:54
37,1321,59,8,61.92,true,2023-11-22 23:44:20
37,661,15,85,131.23,true,2023-07-21 16:28:17
37,968,21,17,130.64,true,2023-10-14 18:08:56
37,804,20,99,161.14,false,
37,545,21,11,34.99,true,2023-09-21 10:27:25
37,986,32,37,191.17,true,2023-08-15 13:14:16
37,752,19,78,76.73,true,2023-12-02 04:36:55
37,991,1,25,9.91,true,2023-10-06 21:37:02
37,1029,20,0,121.68,false,
37,816,20,0,92.50,true,2023-09-14 22:02:15
37,914,11,45,49.16,false,
37,428,28,50,97.06,false,
38,836,32,56,98.35,true,2023-11-13 16:01:50
38,1017,98,30,61.66,false,
38,319,11,78,140.99,false,
38,662,23,96,159.01,true,2023-10-27 02:44:35
38,1181,21,55,79.97,true,2023-12-01 12:48:40
38,886,19,31,123.43,false,
38,674,39,87,9.07,true,2023-11-21 16:07:02
38,62,86,52,200.90,true,2023-11-29 18:17:51
38,1205,20,41,121.72,true,2023-11-01 13:05:29
38,591,50,85,5.00,true,2023-11-21 05:30:40
38,1284,23,65,55.53,false,
39,832,34,57,38.41,true,2023-01-24 04:07:29
39,628,63,79,75.46,true,2023-04-07 17:49:04
39,1134,22,51,150.18,false,
39,960,43,4,41.19,false,
39,249,46,95,55.65,true,2023-03-25 16:54:37
39,185,11,70,160.88,false,
39,178,42,19,134.37,true,2023-02-18 17:17:14
40,22,31,13,99.28,true,2023-11-24 07:47:59
40,821,21,43,196.26,true,2023-11-16 20:13:55
40,699,45,100,68.89,true,2023-11-17 12:08:45
40,462,34,12,132.05,true,2023-11-27 13:24:00
40,634,72,86,5.30,true,2023-11-28 18:28:33
40,878,66,23,29.28,true,2023-11-22 02:56:07
40,110,63,6,9.01,true,2023-11-15 17:14:49
40,497,96,9,111.43,true,2023-11-16 03:29:59
40,1231,86,41,76.39,true,2023-11-19 11:58:44
41,536,43,58,47.24,true,2023-11-10 00:47:45
41,1212,3,15,109.21,true,2023-11-07 20:45:51
41,556,19,1,51.50,true,2023-12-01 14:08:56
42,1081,37,6,17.71,true,2023-11-09 13:43:00
42,947,59,0,195.99,true,2023-10-07 12:06:08
42,628,21,7,199.35,true,2023-08-09 11:08:07
42,450,11,23,17.44,true,2023-10-04 06:18:15
43,950,20,53,110.94,true,2023-10-18 21:04:18
43,799,45,18,74.44,false,
44,340,38,67,64.93,true,2023-05-17 08:32:08
44,84,87,38,61.00,false,
44,393,46,54,196.95,false,
44,423,21,82,60.88,true,2023-10-03 11:32:58
44,99,26,88,1.28,false,
44,935,32,54,92.17,true,2023-11-28 07:15:32
44,1139,7,43,191.18,false,
44,1232,38,13,142.40,true,2023-04-11 17:25:30
44,329,81,94,61.97,true,2023-07-25 07:49:23
44,577,7,93,156.24,false,
44,945,90,39,108.96,false,
44,726,79,59,1.90,false,
44,1309,86,45,103.74,false,
44,756,12,84,80.58,false,
45,542,53,13,82.15,true,2023-12-04 01:56:39
45,698,72,10,116.27,true,2023-12-03 10:28:16
45,227,15,87,38.69,true,2023-12-02 03:47:56
45,453,12,21,124.28,true,2023-12-04 12:04:19
45,200,67,80,192.12,true,2023-12-04 18:47:22
46,1037,13,23,193.27,true,2023-09-03 21:45:55
46,1194,74,11,87.93,true,2023-09-24 01:01:01
46,599,64,28,165.00,true,2023-10-21 21:52:30
46,735,82,29,159.49,true,2023-08-31 11:28:56
46,778,81,9,195.10,true,2023-09-16 03:54:32
46,856,12,74,156.60,true,2023-11-18 09:52:53
46,319,66,37,24.24,true,2023-10-10 03:07:58
46,826,28,61,152.57,true,2023-12-03 21:35:27
46,320,67,49,120.58,true,2023-09-17 23:56:05
46,400,38,67,91.86,true,2023-09-11 12:51:23
46,388,76,99,178.63,true,2023-11-20 19:33:44
46,1019,28,72,98.42,true,2023-07-01 17:43:26
46,125,34,77,128.73,true,2023-10-01 21:46:11
46,42,55,45,63.57,true,2023-07-22 01:52:16
46,1075,68,100,153.08,true,2023-09-26 19:20:06
46,1322,76,79,42.52,true,2023-09-12 07:16:30
46,1188,92,85,189.93,true,2023-11-30 15:46:03
46,865,4,81,172.99,true,2023-07-08 00:27:38
47,1093,68,4,152.28,false,
47,1313,28,100,150.91,false,
48,579,68,36,130.62,true,2023-04-29 05:50:22
48,695,3,76,60.65,true,2023-07-28 14:13:51
48,948,92,64,128.39,true,2023-06-02 05:01:55
48,1226,63,79,128.52,true,2023-04-12 16:19:43
48,1261,1,60,21.47,true,2023-04-26 04:13:18
48,516,32,77,85.70,true,2023-09-18 19:39:23
48,993,92,7,152.53,true,2023-07-27 23:53:12
48,1205,49,99,93.28,true,2023-09-03 12:26:57
48,260,19,4,100.35,true,2023-08-21 18:59:19
49,253,85,99,113.48,true,2023-08-25 06:20:52
49,804,92,91,161.57,true,2023-09-01 04:34:47
49,702,38,1,6.01,true,2023-10-21 08:53:57
49,420,19,65,190.17,true,2023-10-09 10:59:16
49,731,43,34,118.33,true,2023-11-10 16:59:00
49,1159,12,98,89.66,true,2023-09-22 12:45:33
49,97,20,100,98.59,true,2023-08-24 10:45:37
49,649,61,33,148.40,true,2023-11-27 13:04:42
50,1316,37,0,0.81,false,
50,659,20,56,107.06,true,2023-10-02 10:41:22
50,32,50,94,138.19,false,
50,1142,87,1,93.59,true,2022-12-29 09:22:44
50,308,66,31,60.44,false,
50,605,90,47,138.57,true,2023-09-07 23:34:43
50,478,55,48,171.93,true,2023-03-21 16:42:27
50,582,1,45,52.41,false,
50,1306,27,83,80.88,true,2023-02-17 11:08:36
50,212,15,28,121.28,false,
50,1290,86,30,193.35,true,2023-02-12 14:08:04
50,138,61,47,181.17,false,
50,543,28,61,33.26,false,
50,887,81,70,64.79,true,2023-06-25 09:04:49
50,102,14,92,171.15,false,
50,806,96,41,87.69,true,2023-06-25 08:15:58
50,1187,32,28,145.05,false,
50,394,42,46,16.22,true,2023-01-16 22:53:27
51,690,82,22,89.44,true,2023-11-07 08:38:11
51,569,28,10,44.55,true,2022-12-25 07:31:04
51,726,79,59,128.01,true,2023-09-11 01:02:12
51,166,45,48,151.08,true,2023-04-09 01:27:30
51,309,76,7,51.60,true,2023-11-25 00:22:44
51,24,55,86,175.52,true,2023-08-15 06:20:56
51,107,50,48,113.52,true,2023-11-08 16:21:11
51,664,96,56,198.90,true,2023-04-21 19:14:02
51,1075,27,70,124.09,true,2023-04-16 22:57:05
52,986,32,87,185.46,true,2023-11-25 01:07:31
52,369,68,98,86.34,true,2023-09-30 08:03:00
52,1175,98,61,141.28,true,2023-09-16 16:14:15
52,647,99,80,180.49,true,2023-11-03 07:58:01
52,1043,34,42,155.23,true,2023-11-09 08:50:54
52,151,59,83,117.09,true,2023-10-01 21:32:44
52,1180,42,80,18.81,true,2023-11-23 17:24:33
52,292,34,22,95.15,true,2023-09-28 00:35:06
52,143,63,34,111.56,true,2023-09-24 05:58:55
52,831,14,33,15.87,true,2023-11-01 13:38:05
52,884,5,40,143.91,true,2023-10-16 20:12:59
52,835,15,58,70.68,true,2023-09-26 14:02:41
52,318,68,96,108.95,true,2023-12-02 09:58:43
52,932,72,15,129.95,true,2023-09-29 15:29:49
52,1321,66,35,133.83,true,2023-10-13 13:55:35
52,1147,35,84,45.93,true,2023-11-11 20:29:32
