28,81,157.41,3
28,7,101.92,2
28,59,42.84,0
28,74,123.78,7
28,20,109.54,9
28,66,99.55,15
28,11,35.36,2
28,99,29.57,14
28,29,117.80,18
29,66,141.30,8
29,19,121.01,13
29,12,181.83,5
29,23,175.02,15
29,49,137.84,20
29,37,89.64,20
30,39,187.74,0
30,76,117.99,0
30,32,165.35,0
30,23,189.05,0
30,86,136.78,0
30,34,23.20,0
30,45,80.17,0
30,67,136.55,0
30,46,184.85,0
30,11,166.16,0
31,5,37.08,0
31,99,109.35,0
31,46,12.69,0
31,34,129.53,0
31,4,130.36,0
31,87,182.72,0
31,74,190.35,0
31,96,145.92,0
32,76,2.72,4
32,99,64.85,4
32,82,73.57,14
32,66,127.38,0
32,50,31.16,5
32,13,12.31,13
32,4,50.48,6
32,7,128.27,9
32,59,131.77,17
32,90,53.78,12
32,92,174.18,2
33,22,30.78,13
33,64,60.39,18
33,1,25.58,18
33,50,90.78,13
33,5,11.24,16
33,13,136.05,4
33,37,86.24,0
33,81,53.34,4
33,12,38.45,3
33,96,7.01,20
33,66,20.35,8
34,1,146.61,10
34,15,95.13,19
34,53,54.26,17
34,68,47.16,18
34,76,74.18,4
34,29,188.78,1
34,21,54.90,5
35,55,178.82,8
35,31,142.28,1
35,15,34.25,12
35,3,148.58,2
35,43,28.90,17
35,68,11.47,13
35,26,31.12,17
36,27,33.19,17
36,43,116.93,8
36,61,180.07,19
36,34,103.76,10
36,21,90.44,17
36,42,121.26,14
36,92,167.47,19
36,39,101.24,4
37,5,56.30,6
37,31,3.07,13
37,90,141.59,3
37,82,87.05,20
37,29,158.26,6
37,99,57.11,20
37,28,162.68,0
38,49,15.17,9
38,39,182.12,13
39,50,119.05,0
39,90,44.66,0
39,68,173.98,0
39,31,158.74,0
40,79,47.32,0
40,26,7.70,0
40,37,115.03,0
40,13,15.75,0
40,72,84.12,0
40,53,95.63,0
40,38,99.32,0
40,28,97.25,0
40,63,2.63,0
40,14,169.50,0
41,79,76.67,8
41,81,156.17,12
41,53,188.08,18
41,5,172.47,15
41,29,56.13,14
41,59,43.87,19
41,15,41.44,10
41,3,126.61,6
41,87,19.81,5
41,64,56.53,20
42,46,126.03,20
42,39,41.27,19
42,55,18.50,1
43,74,148.03,5
43,53,123.39,9
43,61,140.61,3
43,68,149.02,0
43,21,155.44,1
43,20,194.67,18
43,98,115.76,2
43,81,133.41,10
44,11,182.84,0
44,35,87.87,0
44,28,154.47,0
44,45,142.26,0
44,76,111.04,0
44,34,93.84,0
44,42,24.83,0
44,99,165.99,0
44,81,197.92,0
45,64,33.82,15
45,61,186.57,9
45,87,143.45,17
45,20,200.04,7
46,11,182.43,2
46,99,116.17,13
46,87,128.11,6
46,7,131.22,2
46,28,100.98,6
47,87,134.10,10
47,90,31.85,0
47,64,198.20,4
47,1,32.19,5
47,29,47.27,18
47,66,192.05,19
47,20,83.41,13
47,53,151.88,16
48,22,182.72,10
48,55,74.18,12
48,74,116.15,5
48,27,197.97,5
48,85,163.47,14
48,31,61.05,14
48,38,187.80,0
48,21,129.82,2
48,66,62.44,7
48,20,67.11,10
49,34,149.82,0
49,64,21.12,0
49,7,182.82,0
50,34,17.73,6
50,39,63.70,11
50,74,27.10,19
50,92,131.93,10
50,59,84.76,13
50,64,99.29,14
50,4,17.94,2
50,3,112.76,11
50,76,30.85,9
51,61,172.09,4
51,74,48.28,17
52,61,165.99,0
53,23,195.15,6
53,21,116.31,18
53,15,190.27,7
53,76,44.26,2
53,26,40.59,3
53,74,188.68,9
53,46,91.18,5
54,96,64.33,20
54,67,75.69,9
54,23,37.23,0
55,50,115.21,15
56,98,167.82,4
56,13,84.47,13
56,21,21.34,6
56,19,141.63,2
56,46,146.59,9
56,4,101.45,0
56,28,56.25,2
56,26,39.49,20
56,45,31.09,19
56,90,97.38,18
56,61,66.81,18
57,45,156.69,0
57,50,111.93,0
57,82,147.96,0
57,86,166.22,0
57,81,58.60,0
57,5,24.88,0
57,90,153.40,0
57,19,31.55,0
57,7,122.19,0
58,1,45.81,0
58,5,184.67,0
58,23,128.23,0
58,11,159.52,0
58,79,190.84,0
58,20,42.42,0
58,28,90.55,0
59,23,73.22,16
59,96,144.77,13
59,11,178.31,5
59,21,134.40,9
60,66,172.78,0
61,11,53.36,10
61,85,152.60,5
61,67,63.64,0
61,68,142.78,17
61,81,109.07,8
61,79,184.41,1
62,86,122.89,12
63,39,184.51,0
63,23,104.91,0
63,67,94.18,0
63,42,194.38,0
63,37,93.09,0
63,19,187.09,0
63,72,92.77,0
63,55,58.87,0
63,38,11.13,0
63,81,55.18,0
64,3,41.27,3
64,50,179.93,7
64,21,100.23,0
64,38,129.07,19
64,68,6.12,15
64,82,44.72,18
64,96,177.98,14
65,7,47.33,15
66,50,68.67,6
66,35,156.53,16
66,90,18.11,18
66,55,21.54,20
66,37,133.66,7
66,5,17.56,12
66,86,120.65,9
66,67,76.82,5
66,87,32.84,1
67,7,199.89,0
67,19,75.05,0
67,32,145.50,0
68,39,41.04,5
68,43,17.79,10
68,59,121.72,20
68,85,87.66,5
68,15,1.62,5
68,26,0.88,10
68,21,127.69,18
69,28,72.89,19
69,21,16.26,8
69,22,32.69,0
69,27,24.61,13
69,66,150.41,16
69,67,175.25,0
69,53,197.97,8
69,12,76.90,12
70,86,133.97,12
71,55,43.31,7
71,15,80.66,12
72,72,103.99,13
72,32,90.31,20
72,29,74.47,5
72,3,16.50,14
73,74,60.43,18
73,13,38.46,5
73,37,164.74,7
73,39,170.31,7
74,87,10.54,1
74,34,180.64,1
74,86,95.86,3
74,28,184.81,0
74,67,181.01,9
74,45,193.58,6
74,5,95.50,17
75,3,25.14,13
75,92,170.11,7
75,15,143.48,20
75,22,4.92,19
75,28,19.72,4
75,29,68.93,5
75,4,19.48,7
76,5,53.49,14
76,3,7.95,12
77,39,54.08,18
77,12,146.68,8
77,46,110.41,6
77,59,97.42,1
78,1,1.54,16
78,53,155.79,0
78,5,2.29,9
78,68,54.02,9
78,13,175.28,13
78,67,196.31,9
78,61,94.63,12
79,63,171.81,11
79,81,3.95,0
79,7,154.98,8
79,64,72.55,16
79,72,41.57,13
79,39,76.79,8
79,3,67.91,11
79,87,46.42,10
79,46,90.57,17
79,76,110.23,15
80,20,75.23,0
80,21,147.72,0
80,49,44.53,0
80,3,194.82,0
80,1,121.20,0
80,26,136.30,0
81,87,120.94,0
81,66,101.16,0
81,79,104.97,0
81,7,133.02,0
81,59,92.32,0
81,55,129.42,0
81,19,108.42,0
81,26,185.10,0
82,53,7.82,0
82,12,160.47,0
82,98,11.40,0
82,39,186.13,0
82,64,42.81,0
82,79,23.53,0
82,61,109.14,0
82,43,97.23,0
83,96,19.54,10
83,64,107.18,10
83,23,98.64,12
83,21,24.24,10
83,1,125.90,12
83,42,172.50,16
83,50,111.16,14
84,76,68.20,18
84,61,189.29,20
84,87,45.09,12
84,20,121.22,6
84,31,188.84,12
84,96,39.20,20
85,98,41.25,3
86,14,75.44,0
86,46,44.65,0
87,28,112.73,0
87,22,108.51,0
88,79,32.76,16
88,67,97.13,5
88,23,125.55,12
88,3,64.20,13
88,81,138.61,5
88,13,136.64,8
88,45,132.54,19
89,74,178.17,0
89,29,137.51,0
89,38,7.36,0
89,86,132.04,0
89,64,130.32,0
90,14,15.91,14
90,87,139.11,18
90,64,145.46,1
91,28,183.73,5
91,23,60.86,13
91,32,66.04,7
91,67,132.39,2
91,86,62.76,10
91,20,103.40,2
91,27,165.38,10
91,90,190.11,17
92,49,151.68,9
93,72,119.59,3
93,45,199.60,1
93,3,35.52,5
93,96,28.00,7
93,39,192.52,20
93,85,136.00,11
93,87,187.77,16
93,79,137.72,16
93,90,97.18,15
93,5,158.27,20
94,15,149.35,0
94,20,109.92,0
94,49,8.83,0
94,46,126.11,0
94,68,6.66,0
94,64,89.95,0
94,79,41.42,0
95,35,198.59,0
95,37,32.51,0
95,42,37.07,0
95,87,104.40,0
95,5,187.91,0
95,74,150.64,0
96,4,174.84,15
96,68,140.57,4
96,98,26.19,12
96,13,89.75,7
96,1,95.03,3
96,53,180.68,11
96,86,129.45,1
96,90,138.54,8
96,37,152.55,3
96,82,24.20,11
96,66,88.53,3
97,27,29.71,0
97,72,174.09,0
97,92,77.87,0
97,68,43.67,0
97,98,99.19,0
97,42,58.36,0
97,20,31.66,0
98,63,154.65,1
98,87,103.54,3
98,99,58.20,11
98,11,36.30,15
98,34,197.71,14
99,45,115.36,14
99,3,3.11,15
99,28,170.73,9
99,43,153.11,11
99,26,161.28,12
100,35,110.44,19
100,34,15.57,14
100,72,46.41,7
100,85,67.41,12
100,68,90.32,8
101,68,134.85,15
101,67,176.97,10
101,42,27.93,0
101,3,79.29,6
101,61,37.22,3
101,50,132.43,13
101,66,94.45,11
102,28,117.38,11
102,4,106.03,1
102,53,83.27,17
102,74,130.85,4
102,42,100.19,12
102,76,168.38,4
102,14,48.19,19
102,98,49.51,19
103,39,134.01,3
103,28,121.52,20
103,29,61.20,4
103,72,168.94,1
103,37,95.39,8
103,98,16.01,10
103,13,8.87,1
103,22,32.28,12
103,11,69.79,17
104,38,104.98,1
104,90,129.27,5
104,49,0.18,10
105,98,175.55,10
105,76,176.82,14
105,85,83.83,10
105,79,130.01,17
105,64,133.24,7
105,38,43.16,12
106,21,12.98,18
107,74,64.59,7
107,76,12.52,13
107,45,14.49,6
107,42,107.92,0
107,50,56.16,20
107,72,20.99,2
107,85,17.45,2
108,99,20.71,0
109,5,79.18,15
109,26,52.86,7
109,32,155.87,11
110,28,64.98,20
110,63,128.63,3
111,19,31.50,7
111,98,79.66,5
112,31,121.54,6
112,81,126.72,14
112,38,0.18,11
112,61,156.35,3
112,23,4.32,5
113,26,146.39,5
113,21,91.36,1
113,11,177.93,14
113,53,191.07,0
113,86,138.01,7
113,14,150.03,11
113,74,43.00,3
113,63,95.15,17
113,92,33.81,16
114,90,181.42,0
114,76,59.05,0
114,87,164.94,0
114,3,76.62,0
114,49,14.97,0
114,4,108.69,0
114,37,186.52,0
114,86,162.22,0
114,11,51.66,0
115,87,126.22,17
115,96,28.12,14
115,15,5.74,4
115,21,64.90,9
116,20,121.74,10
116,29,39.09,12
116,86,2.67,15
116,23,196.07,1
117,31,101.11,18
117,67,126.64,10
117,76,146.59,11
117,32,52.96,1
117,87,161.02,6
117,34,196.40,7
117,61,119.43,10
117,19,38.96,18
117,15,156.42,6
117,38,198.44,13
117,86,93.81,11
118,3,0.01,1
118,38,148.65,12
118,79,167.65,20
118,85,140.20,7
118,26,176.37,6
118,81,30.78,0
119,12,118.33,12
119,27,104.55,13
119,35,23.67,1
119,92,23.78,13
119,67,116.44,17
119,59,138.37,17
120,76,144.31,2
120,49,188.10,9
120,50,42.21,10
120,29,172.42,19
120,31,197.77,6
120,23,151.51,4
121,96,184.00,2
121,76,159.10,2
122,81,126.89,0
122,86,67.89,0
122,4,154.16,0
123,82,33.10,0
123,96,159.92,0
123,79,77.33,0
123,67,150.61,0
123,74,161.83,0
123,72,51.10,0
124,27,29.92,12
124,12,68.18,17
124,21,104.31,6
124,87,145.13,20
124,46,149.26,19
124,67,53.71,20
124,72,18.77,12
124,64,107.11,11
124,55,179.08,12
124,3,41.16,20
125,53,20.95,0
125,81,5.48,0
125,50,185.53,0
125,86,141.40,0
125,64,38.98,0
125,21,23.78,0
125,76,99.72,0
125,49,148.97,0
125,34,96.15,0
125,79,145.78,0
125,31,92.02,0
126,32,31.99,0
126,3,67.72,0
126,61,82.15,0
127,67,194.68,7
127,12,181.59,20
127,49,125.29,0
127,96,139.31,9
127,34,57.42,12
127,13,51.21,16
127,61,157.52,18
127,7,104.58,0
127,14,1.23,17
128,35,128.83,0
128,46,145.40,0
128,45,65.99,0
128,90,5.28,0
128,63,105.96,0
128,34,74.73,0
128,27,141.59,0
128,92,132.31,0
128,43,111.85,0
128,98,67.93,0
129,92,166.78,10
129,21,191.13,7
129,46,38.05,7
129,26,197.53,17
129,22,106.08,0
129,42,103.60,5
129,64,146.55,20
130,35,156.23,5
130,82,21.13,1
130,53,68.70,6
131,32,74.05,18
132,74,190.90,20
132,3,74.86,5
132,87,180.93,9
132,82,160.55,18
132,27,1.36,7
133,39,42.82,14
133,72,9.48,17
133,74,124.14,8
133,34,8.60,9
133,61,154.98,20
133,3,47.14,6
133,46,49.90,4
133,31,131.78,13
134,96,44.35,0
135,72,11.62,13
135,55,76.03,18
135,27,63.46,18
135,53,131.71,5
135,99,133.49,5
135,66,112.93,10
135,82,93.79,17
135,59,160.46,11
136,28,93.80,10
136,15,159.97,18
136,7,154.00,12
136,99,6.56,18
136,23,181.64,13
136,38,74.50,7
136,64,82.84,14
136,3,144.59,9
136,12,3.56,17
136,39,181.73,10
137,34,5.51,3
137,72,133.50,11
137,1,155.56,10
137,98,20.64,17
138,15,145.10,17
138,50,6.99,17
138,61,56.29,11
138,45,136.06,0
138,5,67.48,13
139,59,133.81,6
139,31,4.28,5
139,46,90.61,6
139,39,86.12,6
139,85,181.07,19
139,5,186.57,7
139,90,25.42,5
140,27,125.32,0
140,87,179.70,0
140,37,195.01,0
141,19,60.59,13
141,85,119.79,14
142,28,98.15,14
143,61,17.41,13
143,79,192.17,5
143,19,176.44,13
143,92,184.83,6
143,12,104.38,13
143,22,162.03,7
143,98,195.12,0
143,63,90.59,19
143,21,83.01,8
144,34,37.84,18
144,29,174.07,6
144,28,13.36,18
145,15,19.74,2
145,38,105.69,15
145,37,151.92,8
145,79,26.75,5
145,63,78.74,20
146,49,40.70,12
147,66,135.30,0
147,43,42.53,0
147,15,158.90,0
147,13,147.56,0
147,35,138.94,0
147,96,140.73,0
147,68,77.21,0
147,1,180.07,0
147,82,155.77,0
147,39,104.41,0
148,38,195.80,0
148,76,173.56,0
148,35,146.14,0
148,34,98.25,0
148,21,192.47,0
149,27,172.73,11
150,1,129.25,19
150,26,88.19,17
150,38,22.51,15
150,21,101.63,13
150,79,153.98,8
150,4,183.22,18
151,59,194.14,18
151,85,106.73,7
151,20,101.46,15
151,81,153.03,5
151,50,138.45,2
151,32,195.28,1
151,67,171.37,1
152,32,67.75,11
152,59,16.97,10
152,11,137.66,1
152,53,99.11,12
152,79,187.57,16
152,82,54.84,11
152,74,6.64,20
153,53,128.92,14
153,55,130.79,18
153,38,50.04,7
153,5,74.36,16
153,46,85.52,12
153,13,105.58,9
154,63,187.26,0
154,92,200.35,12
154,99,137.26,20
154,43,16.40,12
154,49,142.01,12
154,45,59.01,5
154,59,135.79,17
155,26,61.67,6
155,50,75.65,20
155,92,120.31,3
155,21,193.64,17
155,23,188.47,6
155,99,128.58,17
155,37,79.83,4
155,11,77.71,8
155,29,102.14,15
155,98,119.77,13
156,76,144.72,16
156,7,165.98,12
156,67,66.15,8
156,4,184.88,8
156,82,169.66,3
156,96,17.28,14
157,29,198.49,0
157,21,95.59,0
157,27,88.98,0
158,38,124.21,9
158,87,38.02,19
158,28,96.91,17
159,22,9.66,0
159,38,100.71,0
159,3,49.42,0
160,43,99.49,10
160,28,57.90,15
160,32,76.73,10
160,20,157.01,0
160,81,199.32,5
160,4,30.98,12
161,92,45.99,5
161,64,124.14,20
161,29,48.34,4
161,82,91.26,17
161,14,59.73,1
161,76,165.28,12
161,5,67.74,14
161,49,80.47,15
161,61,27.39,19
162,76,64.05,3
162,59,172.07,1
163,7,189.08,14
163,32,122.67,10
163,49,74.56,18
163,3,106.50,1
163,14,186.61,19
163,64,52.37,17
163,27,48.61,11
163,35,177.79,15
164,90,47.71,0
164,99,140.12,0
164,76,178.92,0
164,59,104.60,0
164,7,147.25,0
164,27,154.52,0
164,22,30.55,0
165,43,165.28,14
165,67,138.28,18
165,27,4.88,9
165,42,98.44,9
165,1,59.33,12
165,22,183.96,2
165,35,0.17,14
165,32,0.66,20
165,61,179.10,1
165,82,188.34,12
166,13,97.69,0
166,45,163.19,0
166,1,157.77,0
166,42,86.26,0
166,61,68.46,0
166,96,131.41,0
166,63,113.65,0
167,12,12.58,0
167,31,57.41,0
167,22,122.41,0
168,90,123.05,0
168,96,87.90,0
168,64,125.45,0
168,27,156.84,0
168,31,113.73,0
168,72,178.41,0
168,59,135.95,0
168,12,23.71,0
168,14,159.32,0
168,63,187.60,0
169,21,22.09,5
169,98,165.42,5
169,22,141.32,12
170,11,23.94,0
170,82,66.59,0
170,4,134.85,0
170,32,44.18,0
170,76,136.83,0
170,46,162.25,0
170,26,177.52,0
170,3,46.20,0
171,74,28.02,17
171,28,96.03,0
171,4,47.28,6
171,5,163.32,16
171,50,105.02,20
172,87,164.14,0
172,81,159.45,0
172,64,63.20,0
172,67,60.09,0
172,7,162.57,0
172,37,11.47,0
172,72,40.54,0
172,85,161.19,0
172,99,51.24,0
173,53,135.39,0
173,74,129.63,0
173,3,127.67,0
173,38,143.37,0
173,42,50.78,0
173,29,196.76,0
173,11,99.38,0
174,28,13.13,0
174,12,37.80,0
174,29,45.06,19
174,23,130.92,4
174,92,116.88,1
174,37,195.39,14
174,26,187.65,11
174,38,158.41,15
174,7,163.30,18
175,22,116.05,6
175,27,183.12,12
176,26,89.66,12
176,29,146.47,3
176,67,143.85,16
176,63,8.80,2
176,76,56.82,15
176,1,107.77,6
176,23,161.35,11
176,4,83.15,0
176,35,173.21,20
176,53,54.41,9
177,64,133.31,19
177,50,28.71,14
177,28,188.80,17
177,72,83.32,18
178,96,62.04,14
178,86,200.42,13
178,46,42.62,17
178,12,61.42,20
178,55,85.47,18
178,42,86.89,17
178,59,17.67,17
178,31,35.46,7
178,50,162.17,20
179,64,21.18,10
179,11,70.68,1
179,1,118.09,1
179,35,163.69,1
179,90,105.90,17
180,74,68.03,0
180,49,58.87,0
180,11,161.68,0
180,1,49.43,0
180,37,191.20,0
180,81,134.18,0
180,85,165.48,0
180,96,9.57,0
181,22,145.58,19
181,32,15.21,9
182,59,134.24,7
182,67,103.18,6
182,34,155.59,1
183,87,95.52,3
183,74,31.74,13
183,37,119.70,19
184,67,25.45,0
184,72,8.99,0
184,46,94.37,0
184,53,34.36,0
184,76,30.52,0
185,39,184.65,0
185,11,147.22,0
186,66,175.89,6
186,20,161.31,18
187,86,76.39,0
187,82,0.58,0
187,5,50.58,0
187,46,7.11,0
187,14,128.47,0
187,63,106.35,0
187,19,155.64,0
188,50,198.40,10
189,22,39.97,9
189,87,42.86,17
189,81,88.94,20
189,85,40.29,20
189,50,7.57,5
190,37,197.51,0
190,63,131.88,13
190,7,43.85,12
190,11,29.25,20
190,42,67.18,8
191,85,189.92,5
191,39,51.37,12
191,68,128.25,0
191,96,16.59,11
191,22,101.55,1
191,11,95.68,6
191,53,54.47,14
191,23,126.09,6
192,27,161.46,0
192,38,112.30,0
192,55,193.19,0
192,53,25.86,0
192,43,79.78,0
193,85,113.64,17
193,23,69.85,11
193,37,52.10,11
193,67,32.09,8
193,21,26.06,13
193,55,89.92,19
194,72,44.66,5
194,28,198.02,7
194,53,121.01,12
194,11,142.30,7
194,99,187.49,14
194,26,43.45,4
194,15,85.21,12
195,27,88.44,10
195,39,40.56,12
195,14,176.95,14
195,34,161.23,19
195,5,197.04,14
195,26,31.01,19
195,49,126.29,7
195,67,33.89,18
196,7,48.84,9
196,81,184.89,17
196,5,99.06,17
196,72,134.82,14
196,87,178.52,7
196,11,187.44,19
196,32,63.77,6
196,61,117.10,3
196,19,142.70,10
197,90,123.55,14
197,81,169.18,2
197,31,185.79,8
197,45,38.70,4
197,66,153.43,9
197,61,99.64,15
197,32,195.57,17
197,63,198.57,5
198,96,106.75,3
198,42,159.17,19
198,86,162.02,6
198,72,52.18,7
198,76,174.81,17
198,46,131.47,5
199,99,151.97,13
199,76,98.41,6
199,53,104.76,3
199,21,94.32,18
200,96,139.98,12
200,81,0.26,1
200,49,86.39,11
200,68,38.55,8
200,42,140.21,5
200,67,172.07,14
200,76,58.87,9
200,86,158.85,9
200,14,52.14,12
200,21,18.98,13
201,87,71.94,7
201,31,138.78,16
201,38,47.02,15
201,53,146.54,2
201,45,41.86,17
201,15,111.52,0
201,59,172.86,0
201,96,73.42,10
201,72,189.40,2
201,26,66.44,8
202,21,43.81,18
202,23,37.99,9
202,68,171.63,13
203,37,39.06,11
203,99,12.42,3
203,22,158.97,0
203,15,76.99,1
203,26,132.76,0
203,76,31.83,1
203,19,2.62,19
203,20,35.37,9
204,27,88.64,3
204,67,88.05,10
204,66,22.02,10
204,29,65.61,5
205,55,128.88,8
205,98,114.95,3
205,7,118.45,9
206,96,77.43,0
206,11,77.45,0
206,34,98.06,0
207,34,41.72,0
207,38,11.36,0
207,96,14.53,0
208,13,53.55,8
208,68,53.21,14
208,87,193.31,10
208,42,12.00,7
208,49,198.31,10
209,11,62.42,8
209,63,77.48,9
209,15,29.71,20
209,43,4.50,9
209,53,24.84,2
209,59,150.30,5
209,34,180.77,11
209,64,148.76,0
209,46,187.14,5
210,35,58.82,17
211,12,129.20,15
211,37,20.88,8
211,66,169.23,15
211,76,26.73,20
212,64,29.93,0
212,59,138.68,0
212,45,191.92,0
212,15,134.91,0
212,37,195.64,0
212,55,80.72,0
212,61,98.15,0
212,98,32.45,0
212,49,62.52,0
213,98,132.05,19
213,4,45.82,13
213,19,130.72,13
213,79,103.08,8
213,23,37.85,6
213,81,116.23,15
213,76,57.05,6
213,72,8.34,1
213,61,12.46,17
213,21,174.93,14
214,53,53.88,3
214,96,90.36,6
214,26,43.12,13
214,35,148.58,9
214,98,74.18,1
214,85,166.92,18
214,68,176.82,0
214,59,157.08,13
214,37,116.87,1
215,27,74.50,5
215,21,115.04,3
215,79,33.80,17
215,29,126.74,11
215,45,77.09,7
215,63,195.89,18
215,59,96.48,10
216,19,170.50,4
216,42,117.50,9
216,26,169.39,6
216,81,9.21,0
216,35,97.70,4
217,13,55.68,0
217,68,102.24,0
217,1,27.12,0
217,81,180.25,0
217,5,105.33,0
217,66,197.76,0
217,14,35.97,0
217,23,91.60,0
218,49,140.57,11
218,45,95.17,9
218,26,95.64,0
218,72,120.27,5
218,67,103.12,17
218,4,154.09,3
218,29,87.71,11
218,59,20.52,3
218,19,140.63,8
219,32,167.47,0
219,67,189.15,0
219,99,145.55,0
219,4,28.57,0
220,27,126.80,5
220,42,23.34,19
220,29,4.21,10
220,81,138.98,10
220,28,147.62,6
220,66,114.72,6
220,50,18.09,8
220,26,192.91,15
220,92,88.31,2
220,67,83.61,4
221,19,136.84,18
221,21,126.17,10
221,22,163.14,6
221,38,116.18,15
221,27,179.01,0
222,68,62.98,0
222,67,83.84,0
222,23,48.81,0
223,61,74.60,16
223,86,107.30,9
223,26,96.10,5
223,87,17.49,10
223,11,2.89,0
223,99,35.96,12
223,29,107.25,16
223,45,27.11,20
224,20,41.14,11
224,26,144.80,9
224,35,49.86,1
224,38,43.96,9
224,46,177.20,13
224,68,67.10,19
224,63,75.16,4
224,98,43.49,1
224,42,79.74,3
225,79,80.69,0
225,55,6.36,0
225,20,8.99,0
225,53,3.71,0
225,87,89.37,0
225,63,126.61,0
225,3,20.64,0
226,49,139.79,18
226,5,71.62,14
226,19,183.31,0
226,50,12.43,14
226,15,30.13,5
227,61,106.17,1
227,42,104.31,20
227,19,93.23,2
227,68,15.16,19
227,15,153.37,7
227,59,197.23,8
227,21,1.00,13
227,12,145.68,10
227,22,52.07,17
227,3,72.81,3
227,32,146.45,2
228,76,83.73,16
228,26,64.35,10
228,81,119.01,18
228,59,74.47,11
229,22,62.06,0
229,86,106.88,0
229,82,169.72,0
229,5,32.37,0
229,67,122.94,0
229,1,78.69,0
229,7,29.30,0
229,50,12.06,0
230,7,96.24,10
230,42,124.48,20
230,98,31.57,4
230,61,142.68,3
230,3,138.34,20
230,50,189.12,11
230,12,174.16,1
230,22,9.22,2
231,38,148.86,12
231,46,47.41,16
231,63,52.81,18
231,22,112.56,16
231,1,1.86,17
231,90,160.99,0
232,39,97.02,4
232,4,181.23,9
232,82,93.29,1
232,49,86.99,14
233,4,158.30,16
233,82,84.40,8
233,37,36.75,3
233,3,112.06,10
233,13,170.26,4
233,20,154.73,3
233,61,29.45,9
233,14,144.35,8
233,96,161.04,11
234,15,118.40,0
234,20,189.64,0
234,53,36.54,0
234,81,50.31,0
234,11,138.74,0
234,63,35.60,0
235,27,174.34,0
235,11,46.77,0
235,3,38.39,0
235,50,61.23,0
235,99,200.87,0
235,85,146.76,0
235,37,133.06,0
235,26,138.55,0
235,59,126.03,0
236,64,2.85,0
236,79,164.80,0
236,12,57.06,0
236,3,92.27,0
236,98,13.88,0
236,49,12.71,0
236,85,62.32,0
236,82,34.42,0
236,31,56.56,0
237,99,2.72,18
238,87,114.42,12
238,42,83.32,1
238,12,4.97,10
238,49,160.56,5
238,68,62.12,2
239,66,65.54,0
239,13,128.63,8
239,61,150.78,20
240,96,56.94,0
240,13,171.96,0
240,19,170.83,0
240,14,159.89,0
240,82,0.20,0
241,59,155.11,20
241,72,146.71,9
