99,76,I'm not a fan because his yellowed my hands,2,I'm not a fan because his yellowed my hands. But for best result renew. Quick delivery,738,2022-03-15 13:47:27
35,4,No result obtained with the cream,1,No result obtained with the cream,170,2000-05-25 02:38:07
67,12,thank you for the gift,5,thank you for the gift,784,1998-03-23 07:33:40
36,4,I received my order and well packaged thank you it works very well there is the foot that is not lit,5,I received my order and well packaged thank you it works very well there is the foot that is not lit,349,2023-03-24 16:24:52
38,90,It's not the same platform I to this before it is not at all well,1,It's not the same platform I to this before it is not at all well,415,2018-11-30 07:08:20
81,22,Powder received well packaged but not try again,3,Powder received well packaged but not try again,993,2006-01-09 17:23:24
17,35,Article received my test yet,3,Article received my test yet,195,2001-01-04 20:46:19
51,37,One of the best seller here,5,One of the best seller here. Sheabutter cream is very moisturizing. No lightening yet. Maybe it is too early. Excellent customer service,652,1988-02-22 23:06:50
59,14,Hello this product it really well there tro,5,Hello this product it really well there tro,857,2015-03-08 08:05:49
57,67,Not received,1,"Not received, but delivered in Mailbox Post ... What !!! the saleswoman had planned re shipping, commercial gesture. But given his many travels, she could honor ... I expect nothing more. Money in the trash !!! 63,50 euros for 2 items. Not honest.",311,1980-08-28 19:26:31
6,55,1 sent to the top and there ,1,"1 sent to the top and there ... the color of the cream, the texture is completely different. Small white spots appeared, but tasks fall while I thought party. Not a solution for me.",20,2012-08-09 03:40:20
23,38,Not a fan of the smell,2,"Not a fan of the smell, different from the first shipment.",101,2007-07-01 17:20:32
11,3,I like it very much a free sample also she is the best,5,I like it very much a free sample also she is the best,156,1972-05-05 03:18:28
52,7,Article Never received,1,"Article Never received, the seller gave me hope for forwarding to the closure of the dispute through Mini-Amazon. Not honest. For previously purchased, the effects are short-lived.",584,2000-07-06 16:39:06
17,13,False case cream made my hands blacker than before clerk not honest at all,1,"False case cream made my hands blacker than before clerk not honest at all, she has promised to catch up sent me one pair of gloves that never reached its destination I regret having used the restorative and eclaissiante hand cream is very careful about this kind of products",102,2017-05-05 17:58:55
8,49,Very disappointed in this cream,1,"Very disappointed in this cream, on the contrary it blackened me I do not recommend € 120 in the trash",59,1989-12-04 05:18:15
30,26,Make it soft and luminous skin,4,Make it soft and luminous skin. To put the morning and evening skin tone is just perfect,648,2009-09-03 10:54:44
60,42,Saleswoman serious reçudans sends very quick time,4,Saleswoman serious reçudans sends very quick time. pleasant smell against by not result too early because I put for a week to have in a month.,23,2001-02-15 18:48:53
0,74,I wore and kept a whole night results but super soft hands of dead skin a little disappointed,1,I wore and kept a whole night results but super soft hands of dead skin a little disappointed,80,1985-11-10 03:18:45
90,14,I expect to use it first,1,I expect to use it first. Saleswoman listening,431,1981-12-18 21:01:42
33,3,Delivery to the top but the product I have not tested,2,Delivery to the top but the product I have not tested,110,1999-05-03 05:08:16
57,35,Hello yours I thank the seller for the professionalism is top,4,"Hello yours I thank the seller for the professionalism is top, but the product I have not tested yet",578,2022-04-14 20:17:08
35,43,Produced at the top,5,"Produced at the top, hydrate well the skin and more tasks in a week",312,1988-06-29 15:15:30
14,19,Products on top in most spots in a week,5,Products on top in most spots in a week,400,2006-01-02 20:14:26
76,7,Ordered but not used,1,Ordered but not used,559,2007-06-17 23:52:37
27,19,Order received in time,5,"Order received in time, serious seller.",221,2018-12-06 03:13:43
24,23,Order received in time,5,"Order received in time, serious seller.",655,2004-11-01 11:11:10
30,3,Perfect for deeply hydrate the skin of my extremities and fade dark spots caused by intense drought at this level,5,"Perfect for deeply hydrate the skin of my extremities and fade dark spots caused by intense drought at this level. Thank you. Fast delivery, I recommend this product, nice find.",939,2000-06-29 13:57:06
28,37,Product was not effective on my skin,2,Product was not effective on my skin.,176,2007-01-21 00:05:06
37,11,Did not work for me,2,Did not work for me.,595,2000-11-28 15:01:30
72,85,I did not receive my order ,1,I did not receive my order . The shipping method was very bad. No tracking for the shipping. Too bad,605,1970-12-12 17:04:57
41,72,Item received quickly,5,"Item received quickly. Result in less than a week on a pronounced Melasma. Thank you infinitely Beauty Dulcinea, I recommend this article. My face lit up and my melasma fades.",763,1983-11-15 20:47:44
85,29,Send fast but I expected more results,3,Send fast but I expected more results,552,1970-09-18 08:58:38
7,19,Shipping was on time,1,Shipping was on time. Unfortunately I didn’t see any change with my face using this product.  The color was also not as described. It had a mustard color with strong medicine smell.,373,1984-10-11 23:27:47
18,39,Delivery time too long,1,"Delivery time too long, slight effect found only on the face cream at the time of my first order. The body milk and soap are identical to those of the Métis range.
The seller is more or less correct and accepts the return of products and refund (return costs are your responsibility)",558,1985-09-18 13:19:43
11,99,Received very quickly,5,Received very quickly. Unused. To see over time. Thank you,645,2013-12-31 15:23:54
73,34,Effective cream,4,"Effective cream, works really well. Skin smoother and hyperpigmentation vanishing. Thank you :)",951,1996-06-28 03:26:44
33,68,Item received quickly,4,"Item received quickly. I expect that the effects are not immediate, since I bought recently.",255,2016-10-05 11:41:56
37,72,Just wow ,5,"Just wow ..
After 3 days of use my complexion has changed completely.
A very good cream, creamy, absorbs quickly and leaves the silky face. Try it and adopt it. I highly recommend it. Dulcinea beauty thank you.",675,1995-09-05 22:20:40
10,86,I Only Bought One,3,I Only Bought One. But It Didnt Do Anything For Me.  But There Is No Way To Tell Really. I May Have Needed More. But Oh Well. Shalom,248,1990-02-03 14:37:16
16,74,The product is great,4,The product is great. I expect to see results within 2-3 months.,800,1970-12-22 12:21:21
18,27,Please I need to buy more pls I need a phone I can call,5,Please I need to buy more pls I need a phone I can call,197,1991-12-22 02:23:20
79,92,Take to long to arrive,1,Take to long to arrive,829,2006-01-17 18:51:44
45,22,C really a scrub that very well,5,C really a scrub that very well,150,2015-09-20 21:39:22
99,82,Not happy with this product and the seller refused to accept a return,1,"Not happy with this product and the seller refused to accept a return. The container was 90% full and arrived a liquid, when in the listing there was an image of a thick cream (which she removed). Highly overpriced.",147,2006-12-10 23:41:47
88,21,Very effective,5,Very effective. Thank you for the samples.,757,1977-11-29 17:54:35
11,98,received a jar half empty,1,"received a jar half empty, not even wrapped, no explanation, I know even if c is the right product",34,1994-01-02 11:44:44
92,12,thank you for products <3 <3 <3,5,thank you for products <3 <3 <3,527,1999-12-23 10:52:18
7,29,I found the product too expensive and small,2,I found the product too expensive and small,791,2020-10-11 14:46:40
41,61,They sent the wrong shirt,1,"They sent the wrong shirt, bought in time for Christmas, contacted them to send correct shirt ordered, they said keep the first one and will send correct one, great. later I followed up about shipment status, said they sent it, I asked for tracking, they didn't send it and when asked again they said it was delivered I said that was for the first shirt that I already told you was incorrect, they said oops we're busy but we'll still send, Christmas a couple of days away, I asked again they said they sent it I'm waiting finally they send tracking ie actually ship it after they said they had, received it in January, after Christmas, TX",760,1983-07-22 09:53:16
28,79,The shirt is very nice but it was to small for me,5,The shirt is very nice but it was to small for me. I guess it run to small. But thank you,190,1982-07-21 08:56:36
93,49,Good fitting,5,Good fitting,200,1979-07-10 15:34:37
83,87,Fits to size,5,"Fits to size, and is definitely a product I love to wear.",701,1991-10-26 12:33:08
68,29,When I originally ordered this shirt on October 20th it said it would arrive BY October 25th,1,"When I originally ordered this shirt on October 20th it said it would arrive BY October 25th. It was a gift for a birthday and I figured okay, it will be there on time.... Everyday I check it the delivery date is one day further back... it is now Oct. 29th and the shirt is still in the place it was ordered from (New York) we live in Arizona. If you’re ordering a last minute gift for someone, expect it to be at least a week after delivery date ‍",955,1977-02-04 13:30:38
86,11,great quality exactly what i wanted,5,great quality exactly what i wanted!,547,2018-12-23 01:30:24
38,23,Fast shipping,5,"Fast shipping, great value, good service.",613,1979-09-08 15:13:14
9,1,I love this hoodie,5,I love this hoodie! Exactly what I wanted and super comfortable:) The quality is great and the customer service is some of the best I’ve ever worked with! Thank you,519,1979-04-10 08:13:14
97,1,AMAZING shirt,5,AMAZING shirt!!! the material is great and quality is exactly what i expected!!! LOVE it! Thank you so much,271,2004-06-08 02:15:35
93,99,I would leave zero stars if possible,1,I would leave zero stars if possible. Garbage products. Garbage customer service. Straight vinyl.,600,1977-08-27 21:13:51
34,21,It came in on time fits great made of strong material,5,It came in on time fits great made of strong material.,677,1996-01-23 07:22:11
70,64,My order never came I not recommend never get my coat,1,My order never came I not recommend never get my coat,742,2011-07-25 15:31:38
8,11,Shipping time was great,3,Shipping time was great. The material is very cheap. The letters are lifting already and I haven’t worn it yet.,248,1982-12-30 07:01:36
36,32,It was not what I expected but I'm satisfied,3,It was not what I expected but I'm satisfied,95,1971-01-26 10:41:53
97,28,I love the look on the shirt,5,I love the look on the shirt. The shirt was delivered faster than expected. Great customer service.,986,1992-06-19 12:50:33
87,98,Very dispoint only worn once not even washed decal coming off,1,Very dispoint only worn once not even washed decal coming off,437,1976-12-28 05:11:39
12,37,Thanks again,5,Thanks again! AAA +++ A pleasure to do business with you!,320,1976-05-03 15:30:21
7,74,I love this sweater very very much it looks hot,5,I love this sweater very very much it looks hot,506,1974-07-21 01:26:56
0,98,I really really love the sweater very much,5,I really really love the sweater very much,274,2016-02-20 21:05:19
68,61,Great I love it alot,5,Great I love it alot,678,1976-05-05 22:25:21
96,98,It item was good material,4,It item was good material,989,1978-12-24 12:34:03
54,32,Perfect size and fast delivery,5,Perfect size and fast delivery. Love it!,531,2013-02-22 13:57:25
48,12,Thank you so much for shipping so quickly,5,Thank you so much for shipping so quickly! Both daughters LOVE their sweatshirts!,177,2023-04-04 11:54:12
22,87,Low quality vinyl sticker and sweatshirt,1,Low quality vinyl sticker and sweatshirt!,756,1994-10-10 17:02:34
79,46,Got this for my daughter she loves it,5,Got this for my daughter she loves it.,7,1990-06-29 05:14:22
33,76,Good quality sweatshirt and printing,5,Good quality sweatshirt and printing! I’m ordering another one.,612,2011-04-05 15:40:50
4,15,I ordered a Medium and got a Small,3,I ordered a Medium and got a Small. Good material and design tho,860,2011-09-15 17:14:53
42,39,haven’t received my order  yet,1,haven’t received my order  yet,245,1981-09-15 02:20:18
39,19,I ordered this sweater for my nephew on a size small,5,"I ordered this sweater for my nephew on a size small, When we received it, it was too small, he's so tall! I contacted the shop right away and he let me know there was no problem, he would switch it for a bigger size! I just received it, and it fit my nephew perfect! Thanks so much! :)",452,2001-08-25 12:53:08
18,15,Logo is ripped no strings,1,Logo is ripped no strings,463,1998-03-25 01:41:54
48,87,Very fast shipping great product,5,Very fast shipping great product,759,1970-10-06 23:38:08
24,29,It took almost two weeks to ship,3,"It took almost two weeks to ship, but the product arrived eventually and was exactly as described.",525,2020-05-01 20:21:14
10,37,Exactly what I asked for,5,Exactly what I asked for! Fast delivery. Perfect for our Disney world trip. Thank you!,567,2013-02-12 11:10:40
40,67,Perfect fit,5,Perfect fit!! Thank you so much!! Stay thrashin!!,834,1972-08-03 00:50:59
11,37,Back logo was way too small,1,Back logo was way too small,587,1992-10-14 12:57:54
71,23,Awesome quality and well made,5,Awesome quality and well made.,701,1986-08-17 04:55:09
97,31,Super rad ,5,"Super rad , fits and looks as described ,nice buy .",303,2004-04-01 14:39:45
68,50,Quickly shipped,5,"Quickly shipped, shirt exactly as expected. Thanks so much for a quality product at a great price!",270,1992-12-01 09:16:07
24,92,cool shirt nice quality material,5,cool shirt nice quality material,689,1979-08-25 18:08:08
20,81,Exactly what I wanted,5,Exactly what I wanted! Thank you!,907,2009-11-06 22:00:36
99,38,Exactly as pictured,5,Exactly as pictured. Thank you!,810,1989-08-16 19:26:57
99,87,Screen print is cheaply done but commensurate with the price,2,Screen print is cheaply done but commensurate with the price.,795,1991-11-17 02:12:33
4,85,Nice sign,5,Nice sign....  and the shop's workers were helpful and very patient as I tried to decide which font to use.  The sign was well packaged and shipped promptly.  Thanks!,69,2002-04-07 16:04:17
34,37,Product came out great and seller was extremely responsive - thanks,5,Product came out great and seller was extremely responsive - thanks!,603,1978-07-09 14:41:38
29,43,Such a great sign- thanks,5,Such a great sign- thanks!,549,1975-09-24 08:00:24
17,7,Love,5,"Love, Love this wooden knobs. Thank you. They are perfect",190,1997-09-21 10:25:13
53,72,Love the paw print wine stopper,5,Love the paw print wine stopper!!,341,1998-07-01 13:00:46
21,59,Love having this cute mat laminated,5,"Love having this cute mat laminated!  Your prints are the best, too!  Many thanks!",605,2014-09-22 06:10:04
2,74,Exactly as shown,5,"Exactly as shown, very nice quality. My parents hung it in their downstairs bar and love it.",171,2019-06-14 12:33:42
95,79,Wonderful magnets,5,Wonderful magnets. Solid and well crafted. Five stars.,200,2020-09-27 13:02:42
10,39,This sign is beautiful,5,"This sign is beautiful, thank you.",570,1973-07-17 03:59:56
71,85,The worked well on my t shirts,5,The worked well on my t shirts.,423,1983-07-01 16:52:22
76,20,I really liked this sign,5,"I really liked this sign. It’s not overly huge like many signs and It has a vintage feel. The added twine made it very easy to quickly hang on my fence without hardware. I really appreciated that. I liked the way it worked on my pool fence so much that I bought a second one for another area of the pool fence. Reminding my children to play safe is very important. Ty, so much!",862,1997-11-11 22:45:03
26,49,Great product,5,Great product. Bought as a gift and they loved it.,585,2017-02-17 07:15:55
10,50,Great product,5,Great product. Bought as a gift and they loved it.,613,2013-11-01 03:26:45
12,39,This wine stopper is so beautiful and looks exactly how I wanted it too,3,"This wine stopper is so beautiful and looks exactly how I wanted it too, however, it is really difficult to get in and out of the wine bottle. It is not as functional as it is attractive.",792,1989-11-28 11:29:37
69,19,Didn’t have any problems with the estimated shipping date,1,"Didn’t have any problems with the estimated shipping date.  But, was disappointed in the finish quality of the Honey Bee sign.  There were scratches in areas that were painted black. Also a few noticeable paint smudges.  I will keep the sign and correct the imperfections I have mentioned. It’s just disappointing to pay for an item that I have to take the time to fix.",357,1982-08-02 22:32:31
59,39,Excellent customer service and beautiful products,5,Excellent customer service and beautiful products!,338,2020-09-28 20:35:12
71,21,Awesome sign ,5,"Awesome sign , came fast I would definitely buy from this shop again",480,2016-08-31 05:22:47
66,32,I love this placemat,5,I love this placemat.  My cat is a messy eater and this is easier to clean than my floor.,958,2018-03-05 18:00:28
42,21,They are just the right size for what I am using them for,4,They are just the right size for what I am using them for.,284,2003-01-29 01:28:11
51,85,While the item did take longer to receive than originally anticipated,5,"While the item did take longer to receive than originally anticipated, the sign is perfect for my sons woodland themed room.",127,2008-07-01 12:21:15
49,13,I bought these for my kitchen cabinets,5,"I bought these for my kitchen cabinets, and wow!  The knobs now totally outshine my cabinets.  Just a simple change like adding new and unusual knobs made a HUGE difference.  I live in the mountains, and I have lots of bears that stop by, so these bear knobs are just perfect.  They are well crafted, and very easy to install.  And they make me smile every time I walk into the kitchen.  Love them - they are worth the wait time for delivery!",692,1981-12-01 03:06:41
99,43,I love it,5,I love it!  Perfect for little girls room!,102,2007-09-28 19:20:23
34,49,My in-laws absolutely love this,5,"My in-laws absolutely love this. Great product. Took 3 weeks to ship, but I wasn’t in a rush to get it. Was surprised I got a cute knob for free. Thank you!",26,2009-07-27 00:57:05
8,34,I purchased this for my Goddaughter's room and I am so happy with it,5,I purchased this for my Goddaughter's room and I am so happy with it! It is beautiful!,277,2022-10-19 10:27:14
60,46,The sign was a gift - my friend really seems to love it,3,"The sign was a gift - my friend really seems to love it.  Would have been 5 stars if it were just the sign alone.  The customer service is less than friendly and shipping time is not accurate - much longer than expected and because it was a gift, the tardiness became an issue.",181,1982-02-15 21:54:50
53,19,The seller was very helpful and polite before the transaction and the knobs look GREAT,5,The seller was very helpful and polite before the transaction and the knobs look GREAT!!!  Just got them yesterday and everyone loved them.  Even my cabinet builder was impressed.  Thank you!,287,1984-06-01 12:18:00
60,67,Absolutely love it,5,Absolutely love it. Or was exactly as pictured,391,2004-03-24 15:12:43
90,43,Too cute,5,Too cute!,983,1974-10-03 17:50:32
75,63,I think I ordered the wrong thing from the wrong vendor,2,I think I ordered the wrong thing from the wrong vendor.  I thought I was getting a custom mat.  What I got was a custom piece of paper between to laminate sheets that are not completely sealed.  Big disappointment.,99,1999-10-19 20:25:23
24,76,So cute,5,"So cute! Bought for in laws and everyone comments on how cute it is! Well made and adorable! Arrived quickly, even in the Christmas rush!",153,1979-03-01 08:22:21
34,99,Very nice rustic sign,5,Very nice rustic sign. Exactly what we were looking for!,962,2015-12-14 08:53:37
64,22,Sorry didn't realize it was a print on top of wood,1,Sorry didn't realize it was a print on top of wood. I thought it would be stained w painted lettering. Not useable at our Venue. It looks too fake,506,2000-04-11 07:44:23
34,82,Bought those signs for a second time,5,"Bought those signs for a second time, just perfect!",728,2010-03-27 13:07:58
4,67,Very nice,5,"Very nice, but only ""HE IS RISEN"" is easily readable. However it is nice enough that I will purchase again! My purpose in purchasing it was to make it my control joystick tip on my electric wheelchair. Works great !!!!!!!",244,1984-08-13 07:57:05
12,99,"I bought this for my parents for Christmas for my kids to give to them 
",5,"I bought this for my parents for Christmas for my kids to give to them 
, it's hard to find things with mimi and pop pop on them spelled exactly like that  cause most people have papa or pop on there items and my dad likes it spelled pop pop so I was excited went I found this! It was made very well too !",599,1980-01-05 12:22:52
53,23,Good looking sign,5,Good looking sign. It arrived well packaged. Thank you.,946,1994-09-25 00:39:55
13,45,Terrible customer service,1,Terrible customer service.  Order placed 2/9 and sign received 2/27.  A free knob and 10 % discount on next order doesn't compensate for this.  I will never order again.,148,1985-09-15 23:56:21
84,46,Well packed and as described,5,Well packed and as described. Thank you.,260,2020-03-29 00:19:53
14,31,just as described very nice thanks,5,just as described very nice thanks,550,1986-09-06 01:37:09
18,12,just as described very nice thanks,5,just as described very nice thanks,579,2019-01-01 19:38:40
39,42,just as described very nice thanks,5,just as described very nice thanks,282,2013-10-11 07:49:51
14,35,just as described very nice thanks,5,just as described very nice thanks,290,2023-06-29 04:42:23
7,38,Super cute and packaged nicely,4,Super cute and packaged nicely!,26,1975-05-22 12:55:36
82,37,Drawer pull is beautiful,5,"Drawer pull is beautiful, nicely made. This one came out just a bit paler than in the picture, which is *perfect* for my application. Love it.",481,1986-11-01 10:29:59
47,67,Beautiful,5,"Beautiful! Just as pictured, and nicely made.",658,1970-08-24 16:04:32
58,63,This is the 2nd cat mat I've ordered,5,This is the 2nd cat mat I've ordered.  Love both of them.  Shipped on time and shop is very easy to work with.,760,2021-09-21 06:12:20
57,27,I really like these placemats,5,I really like these placemats. Having them laminated is a great idea. Thank you!,558,2015-05-12 05:40:07
79,76,Communication,3,"Communication. I purchased this just shy of a month in advance and yes, I understand things can go wrong but then it should be shipped with different shipping to ensure it is on time. I did contact the seller and I was responded to with an automated general message. Completely unprofessional and disrespectful to their customers.",72,1991-05-30 09:04:34
59,81,Just as described,5,Just as described.  Cute sign.,662,1992-05-24 15:11:38
13,38,I had two missing knobs on my dresser,5,I had two missing knobs on my dresser. These work beautifully. Thank you,381,2015-06-14 03:04:59
39,45,I purchased this for a friend as a housewarming/Christmas gift,4,I purchased this for a friend as a housewarming/Christmas gift.  She loves it!,566,2003-08-16 03:05:42
51,53,I love the sign it was a little smaller than I expected but overall it was beautiful,5,I love the sign it was a little smaller than I expected but overall it was beautiful.,444,1987-02-24 02:52:04
66,53,My grandparents loved it,5,My grandparents loved it!!,695,2023-10-04 12:13:41
58,12,Ordered and paid jan 18th got it feb 6th,3,Ordered and paid jan 18th got it feb 6th. The string is very thin not like what is pictured,488,2010-03-18 19:01:09
36,35,This sign turned out great,5,This sign turned out great! Shipped quickly and arrived in perfect condition.,551,1984-11-27 18:30:34
88,64,These are lovely knobs,5,"These are lovely knobs, and definitely add a vintage appeal to the cabinets.",364,1976-08-03 16:03:26
4,63,Prompt arrival and so cute,5,Prompt arrival and so cute,197,2020-12-17 03:31:42
98,1,Prompt arrival and so cute,5,Prompt arrival and so cute,110,2008-12-15 16:11:56
83,29,Excellent mat for my black cat's food dish,5,Excellent mat for my black cat's food dish. The laminate is nice and thick and the quality on the image itself is great. Exactly what I was looking for. :),338,2005-10-08 05:43:30
23,20,Excellent seller,5,"Excellent seller, excellent items, will be doing more purchases in the future.",390,1980-03-13 14:22:55
37,66,Made this for my aunty and uncle and when they received it I  was told my aunty was so happy she cried,5,Made this for my aunty and uncle and when they received it I  was told my aunty was so happy she cried.,386,1985-04-16 09:12:29
96,53,This sign was perfect for my childs room,5,"This sign was perfect for my childs room! He loves science so this sign was a hit! Well made, just as pictured!",577,1984-10-16 16:07:38
67,61,Sign itself was great,4,Sign itself was great. My in laws love it.  Took way too long to ship. Gave me a ship by date and it was incorrect. Wasn’t impressed by that.,140,2005-03-04 02:07:04
21,86,Didn’t ship when said,2,Didn’t ship when said. The mat is very small. Not worth the money.,652,2021-02-25 19:02:24
13,37,I ordered signs on January 6th,1,"I ordered signs on January 6th. I sent an email on January 14th because my items had not shipped yet. I received a response on January 15th it was  a general generated response that didn’t answer my question. I emailed them again on the 21st.  It is January 29th and I still have not received my items. It shows they still have not been shipped. If it was for me I could  be more flexible, but these are gifts that will not be on time. The shipping is unnecessary long.  I should have read the reviews from other customers in reference to shipping. I’m quite frustrated at this point.",859,1980-10-07 12:59:22
62,7,I ordered signs on January 6th,1,"I ordered signs on January 6th. I sent an email on January 14th because my items had not shipped yet. I received a response on January 15th it was  a general generated response that didn’t answer my question. I emailed them again on the 21st.  It is January 29th and I still have not received my items. It shows they still have not been shipped. If it was for me I could  be more flexible, but these are gifts that will not be on time. The shipping is unnecessary long.  I should have read the reviews from other customers in reference to shipping. I’m quite frustrated at this point.",98,2019-08-25 12:16:02
47,4,My 3 year old grandson loves seeing his name on his bedroom door,4,My 3 year old grandson loves seeing his name on his bedroom door. It is darling and was very fast delivery. I would've given 5 stars except that I wish the wood was just a little more thick with finished edges.,988,2001-05-12 18:39:06
40,22,Great sale and seller,5,Great sale and seller! Matches my set perfectly.,220,1975-05-01 00:51:16
60,81,My mom and dad loves their sign we have them as a Christmas gift,5,"My mom and dad loves their sign we have them as a Christmas gift, wonderful quality and work and fast shipping. Very pleased!",938,2005-06-06 08:51:47
77,63,We are absolutely satisfied with the service we received and the item purchased,5,We are absolutely satisfied with the service we received and the item purchased,365,1991-11-04 15:29:14
91,5,I live in  a retirement center where the kitchens have white walls and appliances so  I have added colorful tiles and pictures,5,I live in  a retirement center where the kitchens have white walls and appliances so  I have added colorful tiles and pictures.  Your wooden sign is the perfect addition.  Thanks so much.  Carol,404,1989-08-13 01:08:10
36,15,I had asked the shop to the sign say “fortunate accident” and they had agreed but upon arrival sign still read “happy accident”,1,I had asked the shop to the sign say “fortunate accident” and they had agreed but upon arrival sign still read “happy accident”,721,1985-12-01 18:41:49
9,20,Paid for rush delivery and received a day late :(,3,Paid for rush delivery and received a day late :(,850,1992-05-08 12:10:25
39,35,We ordered this for our daughter's grand parents they LOVED IT,5,"We ordered this for our daughter's grand parents they LOVED IT!!!
It's beautiful and very well made!!  ORDERING MORE SOON..
I DEFINITELY RECOMMEND THEIR PRODUCTS. thank you WOODLANDCREW",835,2018-06-23 17:45:38
10,82,My items both came broken and I immediately contacted the shop on which they still have not contacted me back on what to do a week later after multiple emails,1,My items both came broken and I immediately contacted the shop on which they still have not contacted me back on what to do a week later after multiple emails! Their customer service from the get go was horrendous I should have steered clear from them but unfortunately did not ...learn through me and stay away from them!! ABSOLUTELY HORRIBLE CUSTOMER SERVICE!!!!!! I will chalk it up to a loss but will not recommend them to anyone and obviously will NEVER purchase from them again!!!,209,1999-06-10 21:22:15
77,3,The knobs are absolutely stunning,5,"The knobs are absolutely stunning!! 
The craftsmanship is beyond beautiful!! We are remodeling or we would put a pic in the review!! 

You sent 3 free ones!! Thank you!!
Be blessed! 
Dan and Jamie",654,1976-04-30 18:43:32
14,28,i love this sign so much,5,"i love this sign so much!  it really is perfect.  thank u so much, love the quality of the item!!!   good packaging too and also great communication.  thank u!!",47,2010-03-15 13:15:30
4,32,My items both came broken and I immediately contacted the shop on which they still have not contacted me back on what to do a week later after multiple emails,1,My items both came broken and I immediately contacted the shop on which they still have not contacted me back on what to do a week later after multiple emails! Their customer service from the get go was horrendous I should have steered clear from them but unfortunately did not ...learn through me and stay away from them!! ABSOLUTELY HORRIBLE CUSTOMER SERVICE!!!!!! I will chalk it up to a loss but will not recommend them to anyone and obviously will NEVER purchase from them again!!!,841,1987-03-10 23:40:44
94,90,Awful customer service,1,"Awful customer service. Waited until after product was supposed to be shipped to ask about shipping and received automated responses. Told them I was going to open a case, my email was immediately blocked. Only received item after opening a case. Had to replace the string it came on as it was all frayed and looked disgusting.",959,1977-12-12 00:44:05
29,66,Cute design,5,"Cute design, looks nice under my cat's food dish :)",654,1979-01-21 03:40:42
76,49,super cute sign,5,"super cute sign, quick shipping!",831,1977-07-09 13:38:06
14,29,So cute,5,"So cute!! I love them. Oh yes, I'll be back.",738,1992-06-03 08:40:14
90,61,I love it and my kids too,5,"I love it and my kids too, thank you so much",598,1978-10-21 05:01:57
41,7,Perfect and super cute,5,Perfect and super cute,717,1970-04-12 20:29:46
74,63,Nice and big,4,Nice and big! Letters are a bit pixelated and the string is very thin but it'll do the job!,368,2004-07-09 22:46:27
61,72,Perfect gift for my friend who loves zombies and coffee,5,"Perfect gift for my friend who loves zombies and coffee! 
Packaged really well (could easily withstand apocalypse).",830,2010-05-27 00:41:18
73,46,Lovely item,4,Lovely item. Shipping took quite awhile though.,597,2000-10-14 11:11:09
45,46,My parents love this sign,5,My parents love this sign. My mom hung it up right away - Christmas wasn’t even over yet and it was hanging. Thanks for quick shipping and a great product.,856,2020-08-05 11:09:52
61,49,The sign is beautiful but I’m frustrated with the shop,2,"The sign is beautiful but I’m frustrated with the shop. I ordered this sign with 5-7 day shipping. It was supposed to arrive December 27th, in time to give it to my parents. I waited and waited and finally contacted the shop in which they told me they were behind on orders so it would take a little longer. I finally received the sign on January 10. What upsets me is they didn’t even bother to let me know what was going on until I contacted them. the people I was giving this too are now back home and I have to spend money shipping it to them. The shop offered a 10% discount.. really?? Won’t be ordering again.",982,2019-09-10 08:10:23
